country,iso3,year,gdp_per_capita_current_usd,consfirstaug,indcent,independence_year,log_settler_mortality,log_pop_density_1500,madid,percent_catholic,percent_muslim,percent_protestant,growth,democ,world,former_colony,wealth_20,gini_index,population,gdp_per_capita,poverty_headcount,continent,lifeExp,pop,gdpPercap,iso_num,years_since_independence,malaria_prevalence,gdp,capital_health_expenditure,current_health_expenditure_(che)_as_percent_gross_domestic_product_(gdp),domestic_general_government_health_expenditure_(gghe-d)_as_percent_gross_domestic_product_(gdp),external_health_expenditure_(ext)_per_capita_in_usdollars,external_sources_of_spending_on_malaria,external_sources_of_spending_on_injuries,public_domestic_sources_of_spending_on_malaria,malaria_prevalence_2001,malaria_prevalence_2001_high,malaria_reduction,malaria_reduction_relative,malaria_reduction_relative_lag,gdp_growth,gdp_growth_relative,gdp_growth_relative_lag,temp,prcp,max,min,stations
Guinea,GIN,1966,NA,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,3948869,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5446845702964123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1966,108.315825613282,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,408180,108.315825613282,NA,NA,NA,NA,NA,NA,1,NA,108.315825613282,NA,NA,NA,NA,NA,NA,NA,0.3385638949528829,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1966,NA,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,662463,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4393926180961389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,1966,242.603591839027,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,284868,242.603591839027,NA,NA,NA,NA,NA,NA,-2,NA,242.603591839027,NA,NA,NA,NA,NA,NA,NA,0.5480034682909144,TRUE,NA,NA,NA,9.188786530610997,0.039366768181091416,3.9842458504519067,NA,NA,NA,NA,NA
Kenya,KEN,1966,118.55635446648,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,9822499,118.55635446648,NA,NA,NA,NA,NA,NA,3,NA,118.55635446648,NA,NA,NA,NA,NA,NA,NA,0.15138283073713985,TRUE,NA,NA,NA,13.564192168082997,0.12919242609302928,-0.03285571970886236,NA,NA,NA,NA,NA
Liberia,LBR,1966,190.56503904697001,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,1282814,190.56503904697,NA,NA,NA,NA,NA,NA,119,NA,190.56503904697001,NA,NA,NA,NA,NA,NA,NA,0.6346043087977984,TRUE,NA,NA,NA,7.591437083000017,0.04148924763745354,0.023265667848515248,NA,NA,NA,NA,NA
Libya,LBY,1966,NA,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,1803683,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1966,59.5447476939649,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,952206,59.5447476939649,NA,NA,NA,NA,NA,NA,0,NA,59.5447476939649,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,0.7661812835117985,0.013035045430702219,0.036422427055042395,NA,NA,NA,NA,NA
Morocco,MAR,1966,196.342203677819,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,14593284,196.342203677819,NA,NA,NA,NA,NA,NA,10,NA,196.342203677819,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,-10.122948548359005,-0.049029816602026544,0.02581508918892439,NA,NA,NA,NA,NA
Madagascar,MDG,1966,152.107820130914,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,5918595,152.107820130914,NA,NA,NA,NA,NA,NA,6,NA,152.107820130914,NA,NA,NA,NA,NA,NA,NA,0.2368595202912678,TRUE,NA,NA,NA,7.623165163479996,0.052761071168410334,0.012794921768924494,NA,NA,NA,NA,NA
Mali,MLI,1966,NA,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,5635859,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19674228748017422,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1966,NA,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,8381455,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5354351946441571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1966,176.478941621488,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,1021882,176.478941621488,NA,NA,NA,NA,NA,NA,6,NA,176.478941621488,NA,NA,NA,NA,NA,NA,NA,0.0194964515204606,FALSE,NA,NA,NA,2.382852889681999,0.013686998410129547,0.10459322789813696,NA,NA,NA,NA,NA
Malawi,MWI,1966,62.6231425768346,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,4158124,62.6231425768346,NA,NA,NA,NA,NA,NA,2,NA,62.6231425768346,NA,NA,NA,NA,NA,NA,NA,0.3722224610707497,TRUE,NA,NA,NA,6.0885533424266995,0.10769607464877629,0.15063486424314743,NA,NA,NA,NA,NA
Namibia,NAM,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059559708491530985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1966,174.364020841792,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,NA,NA,4027758,174.364020841792,NA,NA,NA,NA,NA,NA,6,NA,174.364020841792,NA,NA,NA,NA,NA,NA,NA,0.08718643140512254,FALSE,NA,NA,NA,2.316278022898018,0.013462995706582825,0.12254156368984592,NA,NA,NA,NA,NA
Nigeria,NGA,1966,124.309273036642,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,51217359,124.309273036642,NA,NA,NA,NA,NA,NA,6,NA,124.309273036642,NA,NA,NA,NA,NA,NA,NA,0.4790720789574375,TRUE,NA,NA,NA,7.118987704810991,0.06074725123036573,0.03552120950245685,NA,NA,NA,NA,NA
Rwanda,RWA,1966,37.5181158094747,0,19.62,1962,5.634789,3.218876,2011,0.556,0.086,0.116,0.6955752,0.3,1,TRUE,NA,NA,3319082,37.5181158094747,NA,NA,NA,NA,NA,NA,4,NA,37.5181158094747,NA,NA,NA,NA,NA,NA,NA,0.16141738346765405,TRUE,NA,NA,NA,-8.508181046570002,-0.1848547814563667,0.11940349321001675,NA,NA,NA,NA,NA
Sudan,SDN,1966,139.153733701427,0.3333333,19.56,1956,4.479607,2.64114,2011,0.044,0.73,0.001,0.8731046,0.15,1,TRUE,NA,NA,9047798,139.153733701427,NA,NA,NA,NA,NA,NA,10,NA,139.153733701427,NA,NA,NA,NA,NA,NA,NA,0.03697737826601481,FALSE,NA,NA,NA,-0.39839482170600604,-0.002854810069342406,0.0133066833668265,NA,NA,NA,NA,NA
Senegal,SEN,1966,259.933529188255,0.3333333,19.6,1960,5.103883,1.442202,2011,0.056,0.91,0.001,1.241735,0.9,1,TRUE,NA,NA,3789211,259.933529188255,NA,NA,NA,NA,NA,NA,6,NA,259.933529188255,NA,NA,NA,NA,NA,NA,NA,0.3276668740607887,TRUE,NA,NA,NA,0.39861862224404376,0.0015358959662679084,-0.010573327267389021,NA,NA,NA,NA,NA
Sierra Leone,SLE,1966,149.435675854858,0.55,19.61,1961,6.180017,1.442202,2011,0.022,0.394,0.048,-0.0887394,0.15,1,TRUE,NA,NA,2512652,149.435675854858,NA,NA,NA,NA,NA,NA,5,NA,149.435675854858,NA,NA,NA,NA,NA,NA,NA,0.5717294696448891,TRUE,NA,NA,NA,4.131536416499017,0.028433714500278873,-0.04841464152792929,NA,NA,NA,NA,NA
Somalia,SOM,1966,NA,0.9,19.6,1960,NA,0.243123,2011,0,0.998,0,0.7346354,NA,1,TRUE,NA,NA,3143836,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05174746999124096,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,SSD,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3334191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2900651360242027,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,STP,1966,NA,NA,19.75,1975,NA,NA,5001,0.924,0,0.022,0.7721982,NA,1,TRUE,NA,NA,66063,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,SWZ,1966,191.579560526601,0.0833333,19.68,1968,NA,-0.7105375,2011,0.108,0.001,0.339,1.839638,0.05,1,TRUE,NA,NA,401183,191.579560526601,NA,NA,NA,NA,NA,NA,-2,NA,191.579560526601,NA,NA,NA,NA,NA,NA,NA,3.9698142439200475e-4,FALSE,NA,NA,NA,12.089553150427008,0.06735502063404453,0.05648082270780508,NA,NA,NA,NA,NA
Seychelles,SYC,1966,337.646246559881,NA,19.76,1976,NA,NA,2011,NA,NA,NA,2.730899,NA,1,TRUE,NA,NA,48699,337.646246559881,NA,NA,NA,NA,NA,NA,-10,NA,337.646246559881,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,9.161345599036963,0.027889700781495108,-0.011495770804912708,NA,NA,NA,NA,NA
Chad,TCD,1966,128.343150689247,0,19.6,1960,5.634789,0,2011,0.21,0.44,0.116,0.0228591,0.4,1,TRUE,NA,NA,3372170,128.343150689247,NA,NA,NA,NA,NA,NA,6,NA,128.343150689247,NA,NA,NA,NA,NA,NA,NA,0.07617411879258033,FALSE,NA,NA,NA,2.3672912767200103,0.018791626330311173,0.04266117466445718,NA,NA,NA,NA,NA
Togo,TGO,1966,121.833557350245,0.2333333,19.6,1960,6.504288,1.442202,2011,0.293,0.17,0.061,0.3285556,0.4,1,TRUE,NA,NA,1774029,121.833557350245,NA,NA,NA,NA,NA,NA,6,NA,121.833557350245,NA,NA,NA,NA,NA,NA,NA,0.6765141948394471,TRUE,NA,NA,NA,12.213372544074005,0.1114153617389857,0.09688312887765638,NA,NA,NA,NA,NA
Tunisia,TUN,1966,224.426620015497,0,19.56,1956,4.143135,2.459847,2011,0.001,0.994,0,2.394425,0.35,1,TRUE,NA,NA,4638275,224.426620015497,NA,NA,NA,NA,NA,NA,10,NA,224.426620015497,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,6.390601349426021,0.029309842422014842,NA,NA,NA,NA,NA,NA
Tanzania,TZA,1966,NA,0.3333333,19.61,1961,5.634789,0.6833779,2011,0.282,0.325,0.112,0.2356138,0.6,1,TRUE,NA,NA,12038903,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37120882296096924,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,UGA,1966,111.635754797097,0.5925926,19.62,1962,5.634789,2.016654,2011,0.496,0.066,0.019,0.6438055,0.3,1,TRUE,NA,NA,8292776,111.635754797097,NA,NA,NA,NA,NA,NA,4,NA,111.635754797097,NA,NA,NA,NA,NA,NA,NA,0.532231339525038,TRUE,NA,NA,NA,1.2252637847519878,0.01109734929640882,0.45191738651245217,NA,NA,NA,NA,NA
South Africa,ZAF,1966,603.069811446582,1,19.1,1910,2.74084,-0.7105286,2011,0.104,0.013,0.39,2.302416,0.95,1,TRUE,NA,NA,20486439,603.069811446582,NA,NA,NA,NA,NA,NA,56,NA,603.069811446582,NA,NA,NA,NA,NA,NA,NA,0.011419108916818051,FALSE,NA,NA,NA,34.72154612668999,0.06109202445994466,0.06357734071349075,NA,NA,NA,NA,NA
Zambia,ZMB,1966,343.912055197846,0.2,19.64,1964,NA,-0.2357223,2011,0.262,0.003,0.319,0.4759107,0.55,1,TRUE,NA,NA,3676189,343.912055197846,NA,NA,NA,NA,NA,NA,2,NA,343.912055197846,NA,NA,NA,NA,NA,NA,NA,0.40500594095141895,TRUE,NA,NA,NA,40.02952287494696,0.13172696228690262,0.25000362703687373,NA,NA,NA,NA,NA
Zimbabwe,ZWE,1966,281.490800457589,1,19.65,1965,NA,-0.2357223,2011,0.144,0.009,0.214,1.129134,0.25,1,TRUE,NA,NA,4553433,281.490800457589,NA,NA,NA,NA,NA,NA,1,NA,281.490800457589,NA,NA,NA,NA,NA,NA,NA,0.0317418990987357,FALSE,NA,NA,NA,-15.87263694632702,-0.05337790376954388,0.04318584985745133,NA,NA,NA,NA,NA
Angola,AGO,1967,NA,0.3333333,19.75,1975,5.634789,0.4054651,2011,0.687,0,0.198,0.6444693,0.35,1,TRUE,NA,NA,6414995,NA,NA,Africa,35.985,5247469,5522.776375,24,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30579189319310557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1967,55.1316867125382,0.1481481,19.62,1962,5.634789,3.218876,2011,0.7830001,0.009,0.049,0.3280602,0.45,1,TRUE,NA,NA,3234023,55.1316867125382,NA,Africa,43.548,3330989,412.9775136,108,5,NA,55.1316867125382,NA,NA,NA,NA,NA,NA,NA,0.4578495193685951,TRUE,NA,NA,NA,2.654963756359898,0.050593169824590056,0.01586140299988381,NA,NA,NA,NA,NA
Benin,BEN,1967,111.951601925237,0.125,19.6,1960,5.585449,1.442202,2011,0.185,0.152,0.028,1.161583,0.8,1,TRUE,NA,NA,2735307,111.951601925237,NA,Africa,44.885,2427334,1035.831411,204,7,NA,111.951601925237,NA,NA,NA,NA,NA,NA,NA,0.46086382614134885,TRUE,NA,NA,NA,-0.989234458275007,-0.00875887314058732,0.025496879272881356,NA,NA,NA,NA,NA
Burkina Faso,BFA,1967,84.3631649403545,0.2,19.6,1960,5.634789,1.442202,2011,0.09,0.43,0.016,0.722393,0.35,1,TRUE,NA,NA,5343019,84.3631649403545,NA,Africa,40.697,5127935,794.8265597,854,7,NA,84.3631649403545,NA,NA,NA,NA,NA,NA,NA,0.6615594834144378,TRUE,NA,NA,NA,1.8175280456601968,0.02201846292589482,0.010040015168134797,NA,NA,NA,NA,NA
Botswana,BWA,1967,92.6258754025788,0.6666667,19.66,1966,NA,-1.966113,2011,0.094,0,0.268,2.351604,0.95,1,TRUE,NA,NA,633154,92.6258754025788,NA,Africa,53.298,553541,1214.709294,72,1,NA,92.6258754025788,NA,NA,NA,NA,NA,NA,NA,0.01967394702160172,FALSE,NA,NA,NA,8.891175442695896,0.10618268706946621,0.09204139919131471,NA,NA,NA,NA,NA
Central African Republic,CAF,1967,95.3219206925318,0,19.6,1960,5.634789,0.4054651,2011,0.331,0.032,0.5,0.4462757,0.75,1,TRUE,NA,NA,1718603,95.3219206925318,NA,Africa,41.478,1733638,1136.056615,140,7,NA,95.3219206925318,NA,NA,NA,NA,NA,NA,NA,0.4720384147761989,TRUE,NA,NA,NA,1.477099521814111,0.0157398085838647,0.02762494968816709,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,1967,232.568899340755,0,19.6,1960,6.504288,1.442202,2011,0.185,0.24,0.047,1.164257,0.7,1,TRUE,NA,NA,4656353,232.568899340755,NA,Africa,47.35,4744870,2052.050473,384,7,NA,232.568899340755,NA,NA,NA,NA,NA,NA,NA,0.6991508870347287,TRUE,NA,NA,NA,4.341469900955985,0.019022559696757035,0.07238744022065102,NA,NA,NA,NA,NA
Cameroon,CMR,1967,154.175627217415,0.3333333,19.6,1960,5.634789,0.4054651,2011,0.35,0.22,0.181,0.9904609,0.3,1,TRUE,NA,NA,6058539,154.175627217415,NA,Africa,44.799,6335506,1508.453148,120,7,NA,154.175627217415,NA,NA,NA,NA,NA,NA,NA,0.535108060575894,TRUE,NA,NA,NA,9.923551462256,0.06879312765730572,0.023736329791055555,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",COD,1967,184.134506205191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18378214,184.134506205191,NA,Africa,44.056,19941073,861.5932424,180,NA,NA,184.134506205191,NA,NA,NA,NA,NA,NA,NA,0.6465583072116257,TRUE,NA,NA,NA,-69.62712983573999,-0.2743800478355576,0.08998937872545443,NA,NA,NA,NA,NA
"Congo, Rep.",COG,1967,189.659550497546,0.3833333,19.6,1960,5.480639,0.4054651,2011,0.539,0.004,0.249,1.676822,0.2,1,TRUE,NA,NA,1251703,189.659550497546,NA,Africa,52.04,1179760,2677.939642,178,7,NA,189.659550497546,NA,NA,NA,NA,NA,NA,NA,0.5038676398711438,TRUE,NA,NA,NA,8.441205389173007,0.046580302806125795,0.08219988349609686,NA,NA,NA,NA,NA
Comoros,COM,1967,NA,0.3166667,19.75,1975,NA,1.500584,2011,0.001,0.997,0.001,0.3387346,0.45,1,TRUE,NA,NA,215897,NA,NA,Africa,46.472,217378,1876.029643,174,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,1967,NA,0.1666667,19.77,1977,3.258096,NA,2011,0.067,0.906,0.002,0.9795089,0.6,1,TRUE,NA,NA,131397,NA,NA,Africa,42.074,127617,3020.050513,262,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028603989431781038,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1967,252.418252162025,0.05,19.62,1962,4.35927,1.945579,2011,0.005,0.991,0,1.908826,0.35,1,TRUE,NA,NA,13354197,252.418252162025,NA,Africa,51.407,12760499,3246.991771,12,5,NA,252.418252162025,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,18.229343817607997,0.07784033815469371,-0.057127551715103975,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1967,171.487210557498,0.75,19.22,1922,4.216562,4.609731,1046,0.002,0.818,0.002,1.816061,0.2,1,TRUE,NA,NA,32534021,171.487210557498,NA,Africa,49.293,31681188,1814.880728,818,45,NA,171.487210557498,NA,NA,NA,NA,NA,NA,NA,1.4959769669284947e-5,FALSE,NA,NA,NA,3.035406074986014,0.01801943341783052,0.017507330288563994,NA,NA,NA,NA,NA
Eritrea,ERI,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674204,NA,NA,Africa,42.189,1820319,468.7949699,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03317797637087618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26281208,NA,NA,Africa,42.115,27860297,516.1186438,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043492796993485704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,1967,490.307698089977,0.1333333,19.6,1960,5.634789,0.4054651,2011,0.652,0.008,0.188,2.239409,0.3,1,TRUE,NA,NA,553823,490.307698089977,NA,Africa,44.598,489004,8358.761987,266,7,NA,490.307698089977,NA,NA,NA,NA,NA,NA,NA,0.3988952701995478,TRUE,NA,NA,NA,37.175987106799994,0.08204234266928223,0.06545261826006277,NA,NA,NA,NA,NA
Ghana,GHA,1967,216.841425755252,0,19.57,1957,6.504288,1.442202,2011,0.187,0.157,0.258,1.128396,0.6,1,TRUE,NA,NA,8057444,216.841425755252,NA,Africa,48.072,8490213,1125.69716,288,10,NA,216.841425755252,NA,NA,NA,NA,NA,NA,NA,0.6793622216242404,TRUE,NA,NA,NA,-52.617809817366975,-0.19527187370494314,0.01179260192147713,NA,NA,NA,NA,NA
Guinea,GIN,1967,NA,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,4023486,NA,NA,Africa,37.197,3451418,708.7595409,324,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5446845702964123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1967,112.157071895468,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,416339,112.157071895468,NA,Africa,35.857,439593,734.7829124,270,2,NA,112.157071895468,NA,NA,NA,NA,NA,NA,NA,0.3385638949528829,TRUE,NA,NA,NA,3.841246282185992,0.03546338921793679,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1967,NA,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,673462,NA,NA,Africa,35.492,601287,715.5806402,624,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4393926180961389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,1967,246.447133767446,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,293440,246.447133767446,NA,Africa,38.987,259864,915.5960025,226,-1,NA,246.447133767446,NA,NA,NA,NA,NA,NA,NA,0.5480034682909144,TRUE,NA,NA,NA,3.8435419284190004,0.01584288962617375,0.039366768181091416,NA,NA,NA,NA,NA
Kenya,KEN,1967,121.380811266845,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,10154484,121.380811266845,NA,Africa,50.654,10191512,1056.736457,404,4,NA,121.380811266845,NA,NA,NA,NA,NA,NA,NA,0.15138283073713985,TRUE,NA,NA,NA,2.824456800364999,0.023823748740212647,0.12919242609302928,NA,NA,NA,NA,NA
Liberia,LBR,1967,198.657550072644,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,1313941,198.657550072644,NA,Africa,41.536,1279406,713.6036483,430,120,NA,198.657550072644,NA,NA,NA,NA,NA,NA,NA,0.6346043087977984,TRUE,NA,NA,NA,8.092511025673986,0.04246587446545935,0.04148924763745354,NA,NA,NA,NA,NA
Libya,LBY,1967,NA,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,1878877,NA,NA,Africa,50.227,1759224,18772.75169,434,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1967,60.998541226155,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,971512,60.998541226155,NA,Africa,48.492,996380,498.6390265,426,1,NA,60.998541226155,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,1.4537935321900974,0.024415143039348886,0.013035045430702219,NA,NA,NA,NA,NA
Morocco,MAR,1967,202.900886066332,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,14950803,202.900886066332,NA,Africa,50.335,14770296,1711.04477,504,11,NA,202.900886066332,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,6.558682388513006,0.03340434336407494,-0.049029816602026544,NA,NA,NA,NA,NA
Madagascar,MDG,1967,157.476387051252,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,6073526,157.476387051252,NA,Africa,42.881,6334556,1634.047282,450,7,NA,157.476387051252,NA,NA,NA,NA,NA,NA,NA,0.2368595202912678,TRUE,NA,NA,NA,5.368566920337997,0.03529448331924989,0.052761071168410334,NA,NA,NA,NA,NA
Mali,MLI,1967,48.2798654834855,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,5706199,48.2798654834855,NA,Africa,38.487,5212416,545.0098873,466,7,NA,48.2798654834855,NA,NA,NA,NA,NA,NA,NA,0.19674228748017422,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1967,NA,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,8565674,NA,NA,Africa,38.113,8680909,566.6691539,508,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5354351946441571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1967,181.720347700995,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,1052286,181.720347700995,NA,Africa,46.289,1230542,1421.145193,478,7,NA,181.720347700995,NA,NA,NA,NA,NA,NA,NA,0.0194964515204606,FALSE,NA,NA,NA,5.241406079507016,0.02969989524726846,0.013686998410129547,NA,NA,NA,NA,NA
Malawi,MWI,1967,63.3070510806105,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,4262005,63.3070510806105,NA,Africa,39.487,4147252,495.5147806,454,3,NA,63.3070510806105,NA,NA,NA,NA,NA,NA,NA,0.3722224610707497,TRUE,NA,NA,NA,0.6839085037758963,0.010921018582495723,0.10769607464877629,NA,NA,NA,NA,NA
Namibia,NAM,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718685,NA,NA,Africa,51.159,706640,3793.694753,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059559708491530985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1967,160.599284778396,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,NA,NA,4144395,160.599284778396,NA,Africa,40.118,4534062,1054.384891,562,7,NA,160.599284778396,NA,NA,NA,NA,NA,NA,NA,0.08718643140512254,FALSE,NA,NA,NA,-13.764736063396015,-0.0789425249368696,0.013462995706582825,NA,NA,NA,NA,NA
Nigeria,NGA,1967,99.4068327311812,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,52341834,99.4068327311812,NA,Africa,41.04,47287752,1014.514104,566,7,NA,99.4068327311812,NA,NA,NA,NA,NA,NA,NA,0.4790720789574375,TRUE,NA,NA,NA,-24.9024403054608,-0.20032648970701028,0.06074725123036573,NA,NA,NA,NA,NA
